service_id,channel_name,matched_display_name,source_url,png_file,svg_file,png_path,svg_path,status,timestamp
vh1,VH1,vh1,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/vh1-us.png,vh1.png,vh1.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\vh1.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\vh1.svg,OK,2025-11-08 00:55:10
comedy_central,Comedy Central,comedy-central,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/comedy-central-us.png,comedy_central.png,comedy_central.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\comedy_central.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\comedy_central.svg,OK,2025-11-08 00:55:10
paramount_network,Paramount Network,paramount-network,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/paramount-network-us.png,paramount_network.png,paramount_network.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\paramount_network.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\paramount_network.svg,OK,2025-11-08 00:55:11
disney_channel,Disney Channel,disney-channel,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/disney-channel-us.png,disney_channel.png,disney_channel.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\disney_channel.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\disney_channel.svg,OK,2025-11-08 00:55:12
nickelodeon,Nickelodeon,nickelodeon,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/nickelodeon-us.png,nickelodeon.png,nickelodeon.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\nickelodeon.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\nickelodeon.svg,OK,2025-11-08 00:55:12
cartoon_network,Cartoon Network,cartoon-network,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/cartoon-network-us.png,cartoon_network.png,cartoon_network.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\cartoon_network.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\cartoon_network.svg,OK,2025-11-08 00:55:13
adult_swim,Adult Swim,adult-swim,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/adult-swim-us.png,adult_swim.png,adult_swim.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\adult_swim.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\adult_swim.svg,OK,2025-11-08 00:55:14
trutv,TruTV,tru-tv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/tru-tv-us.png,trutv.png,trutv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\trutv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\trutv.svg,OK,2025-11-08 00:55:15
investigation_discovery,Investigation Discovery,investigation-discovery,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/investigation-discovery-us.png,investigation_discovery.png,investigation_discovery.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\investigation_discovery.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\investigation_discovery.svg,OK,2025-11-08 00:55:15
own,OWN,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:15
hallmark,Hallmark Channel,hallmark-channel,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/hallmark-channel-us.png,hallmark.png,hallmark.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hallmark.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hallmark.svg,OK,2025-11-08 00:55:15
showtime,Showtime,showtime,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/showtime-us.png,showtime.png,showtime.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showtime.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showtime.svg,OK,2025-11-08 00:55:16
hbo,HBO,hbo,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/hbo-us.png,hbo.png,hbo.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hbo.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hbo.svg,OK,2025-11-08 00:55:16
starz,Starz,starz,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/starz-us.png,starz.png,starz.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\starz.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\starz.svg,OK,2025-11-08 00:55:17
vice_tv,VICE TV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:17
cbc,CBC,cbc,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/cbc-ca.png,cbc.png,cbc.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\cbc.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\cbc.svg,OK,2025-11-08 00:55:17
ctv,CTV,ctv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/ctv-ca.png,ctv.png,ctv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\ctv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\ctv.svg,OK,2025-11-08 00:55:18
global,Global,global,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/global-ca.png,global.png,global.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\global.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\global.svg,OK,2025-11-08 00:55:18
citytv,Citytv,city-tv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/city-tv-ca.png,citytv.png,citytv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\citytv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\citytv.svg,OK,2025-11-08 00:55:19
much,Much,much,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/much-ca.png,much.png,much.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\much.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\much.svg,OK,2025-11-08 00:55:19
slice,Slice,slice,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/slice-ca.png,slice.png,slice.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\slice.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\slice.svg,OK,2025-11-08 00:55:20
showcase_ca,Showcase,showcase,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/showcase-ca.png,showcase_ca.png,showcase_ca.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showcase_ca.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showcase_ca.svg,OK,2025-11-08 00:55:20
ctv_scifi,CTV Sci-Fi,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:21
outtv,OutTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:21
hgtv_ca,HGTV Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:21
discovery_ca,Discovery Channel Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:21
mtv_ca,MTV Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:21
bbc,BBC,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:21
itv,ITV,itv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/itv-uk.png,itv.png,itv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\itv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\itv.svg,OK,2025-11-08 00:55:21
channel4,Channel 4,channel-4,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/channel-4-uk.png,channel4.png,channel4.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel4.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel4.svg,OK,2025-11-08 00:55:21
e4,E4,e-4,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/e-4-uk.png,e4.png,e4.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\e4.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\e4.svg,OK,2025-11-08 00:55:22
more4,More4,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:22
film4,Film4,film-4,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/film-4-uk.png,film4.png,film4.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\film4.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\film4.svg,OK,2025-11-08 00:55:22
channel5,Channel 5,channel-5,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/channel-5-uk.png,channel5.png,channel5.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel5.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel5.svg,OK,2025-11-08 00:55:23
fiveusa,5USA,5-usa,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/5-usa-uk.png,fiveusa.png,fiveusa.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fiveusa.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fiveusa.svg,OK,2025-11-08 00:55:23
fivestar,5Star,5-star,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/5-star-uk.png,fivestar.png,fivestar.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fivestar.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fivestar.svg,OK,2025-11-08 00:55:24
sky,Sky,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:25
sky_scifi,Sky Sci-Fi,sky-sci-fi,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/sky-sci-fi-uk.png,sky_scifi.png,sky_scifi.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\sky_scifi.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\sky_scifi.svg,OK,2025-11-08 00:55:25
abc_au,ABC (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:25
nitv,NITV,nitv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/australia/nitv-au.png,nitv.png,nitv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\nitv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\nitv.svg,OK,2025-11-08 00:55:25
seven_au,7 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
nine_au,9 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
ten_au,10 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
sky_news_au,Sky News Australia,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
netflix,Netflix,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
prime_video,Prime Video,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
disney_plus,Disney+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
hulu,Hulu,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
max,Max,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
peacock,Peacock,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
paramount_plus,Paramount+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
apple_tv_plus,Apple TV+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
crave,Crave,crave,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/crave-ca.png,crave.png,crave.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\crave.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\crave.svg,OK,2025-11-08 00:55:26
britbox,BritBox,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:26
dazn,DAZN,dazn,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/dazn-us.png,dazn.png,dazn.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\dazn.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\dazn.svg,OK,2025-11-08 00:55:26
stacktv,StackTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
now,NOW,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
itvx,ITVX,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
my5,My5,my-5,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/my-5-uk.png,my5.png,my5.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\my5.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\my5.svg,OK,2025-11-08 00:55:27
uktv_play,UKTV Play,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
stan,Stan,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
ten_play,10 Play,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
nine_now,9Now,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
seven_plus,7plus,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:55:27
